code,date,decision,ALDnBS
510880.SS,2022-09-30A,Empty,
510880.SS,2022-09-30C,Empty,
510880.SS,2022-10-10A,Empty,
510880.SS,2022-10-10C,Empty,
510880.SS,2022-10-11A,Empty,
510880.SS,2022-10-11C,Empty,
510880.SS,2022-10-12A,Empty,
510880.SS,2022-10-12C,Long,
510880.SS,2022-10-13A,Long,
510880.SS,2022-10-13C,Empty,
510880.SS,2022-10-14A,Empty,
510880.SS,2022-10-14C,Long,
510880.SS,2022-10-17A,Long,
510880.SS,2022-10-17C,Long,
510880.SS,2022-10-18A,Long,
510880.SS,2022-10-18C,Empty,
510880.SS,2022-10-19A,Empty,
510880.SS,2022-10-19C,Empty,
510880.SS,2022-10-20A,Empty,
510880.SS,2022-10-20C,Empty,
510880.SS,2022-10-21A,Empty,
510880.SS,2022-10-21C,Empty,
510880.SS,2022-10-24A,Empty,
510880.SS,2022-10-24C,Empty,
510880.SS,2022-10-25A,Empty,
510880.SS,2022-10-25C,Empty,
510880.SS,2022-10-26A,Empty,
510880.SS,2022-10-26C,Empty,
510880.SS,2022-10-27A,Empty,
510880.SS,2022-10-27C,Empty,
510880.SS,2022-10-28A,Empty,
510880.SS,2022-10-28C,Empty,
510880.SS,2022-10-31A,Empty,
510880.SS,2022-10-31C,Empty,
510880.SS,2022-11-01A,Empty,
510880.SS,2022-11-01C,Empty,
510880.SS,2022-11-02A,Empty,
510880.SS,2022-11-02C,Empty,
510880.SS,2022-11-03A,Empty,
510880.SS,2022-11-03C,Empty,
510880.SS,2022-11-04A,Empty,
510880.SS,2022-11-04C,Long,
510880.SS,2022-11-07A,Long,
510880.SS,2022-11-07C,Long,
510880.SS,2022-11-08A,Long,
510880.SS,2022-11-08C,Long,
510880.SS,2022-11-09A,Long,
510880.SS,2022-11-09C,Long,
510880.SS,2022-11-10A,Long,
510880.SS,2022-11-10C,Long,
510880.SS,2022-11-11A,Long,
510880.SS,2022-11-11C,Long,
510880.SS,2022-11-14A,Long,
510880.SS,2022-11-14C,Long,
510880.SS,2022-11-15A,Long,
510880.SS,2022-11-15C,Long,
510880.SS,2022-11-16A,Long,
510880.SS,2022-11-16C,Long,
510880.SS,2022-11-17A,Long,
510880.SS,2022-11-17C,Long,
510880.SS,2022-11-18A,Long,
510880.SS,2022-11-18C,Empty,
510880.SS,2022-11-21A,Empty,
510880.SS,2022-11-21C,Empty,
510880.SS,2022-11-22A,Empty,
510880.SS,2022-11-22C,Long,
510880.SS,2022-11-23A,Long,
510880.SS,2022-11-23C,Long,
510880.SS,2022-11-24A,Long,
510880.SS,2022-11-24C,Long,
510880.SS,2022-11-25A,Long,
510880.SS,2022-11-25C,Long,
510880.SS,2022-11-28A,Long,
510880.SS,2022-11-28C,Long,
510880.SS,2022-11-29A,Long,
510880.SS,2022-11-29C,Long,
510880.SS,2022-11-30A,Long,
510880.SS,2022-11-30C,Long,
510880.SS,2022-12-01A,Long,
510880.SS,2022-12-01C,Long,
510880.SS,2022-12-02A,Long,
510880.SS,2022-12-02C,Long,
510880.SS,2022-12-05A,Long,
510880.SS,2022-12-05C,Long,
510880.SS,2022-12-06A,Long,
510880.SS,2022-12-06C,Long,
510880.SS,2022-12-07A,Long,
510880.SS,2022-12-07C,Long,
510880.SS,2022-12-08A,Long,
510880.SS,2022-12-08C,Long,
510880.SS,2022-12-09A,Long,
510880.SS,2022-12-09C,Long,
510880.SS,2022-12-12A,Long,
510880.SS,2022-12-12C,Empty,
510880.SS,2022-12-13A,Empty,
510880.SS,2022-12-13C,Empty,
510880.SS,2022-12-14A,Empty,
510880.SS,2022-12-14C,Empty,
510880.SS,2022-12-15A,Empty,
510880.SS,2022-12-15C,Empty,
510880.SS,2022-12-16A,Empty,
510880.SS,2022-12-16C,Empty,
510880.SS,2022-12-19A,Empty,
510880.SS,2022-12-19C,Empty,
510880.SS,2022-12-20A,Empty,
510880.SS,2022-12-20C,Empty,
510880.SS,2022-12-21A,Empty,
510880.SS,2022-12-21C,Empty,
510880.SS,2022-12-22A,Empty,
510880.SS,2022-12-22C,Empty,
510880.SS,2022-12-23A,Empty,
510880.SS,2022-12-23C,Empty,
510880.SS,2022-12-26A,Empty,
510880.SS,2022-12-26C,Empty,
510880.SS,2022-12-27A,Empty,
510880.SS,2022-12-27C,Empty,
510880.SS,2022-12-28A,Empty,
510880.SS,2022-12-28C,Empty,
510880.SS,2022-12-29A,Empty,
510880.SS,2022-12-29C,Empty,
510880.SS,2022-12-30A,Empty,
510880.SS,2022-12-30C,Empty,
510880.SS,2023-01-03A,Empty,
510880.SS,2023-01-03C,Long,
510880.SS,2023-01-04A,Long,
510880.SS,2023-01-04C,Long,
510880.SS,2023-01-05A,Long,
510880.SS,2023-01-05C,Long,
510880.SS,2023-01-06A,Long,
510880.SS,2023-01-06C,Long,
510880.SS,2023-01-09A,Long,
510880.SS,2023-01-09C,Long,
510880.SS,2023-01-10A,Long,
510880.SS,2023-01-10C,Empty,
510880.SS,2023-01-11A,Empty,
510880.SS,2023-01-11C,Long,
510880.SS,2023-01-12A,Long,
510880.SS,2023-01-12C,Long,
510880.SS,2023-01-13A,Long,
510880.SS,2023-01-13C,Long,
510880.SS,2023-01-16A,Long,
510880.SS,2023-01-16C,Long,
510880.SS,2023-01-17A,Long,
510880.SS,2023-01-17C,Long,
510880.SS,2023-01-18A,Long,
510880.SS,2023-01-18C,Long,
510880.SS,2023-01-19A,Long,
510880.SS,2023-01-19C,Long,
510880.SS,2023-01-20A,Long,
510880.SS,2023-01-20C,Long,
510880.SS,2023-01-30A,Long,
510880.SS,2023-01-30C,Long,
510880.SS,2023-01-31A,Long,
510880.SS,2023-01-31C,Long,
510880.SS,2023-02-01A,Long,
510880.SS,2023-02-01C,Long,
510880.SS,2023-02-02A,Long,
510880.SS,2023-02-02C,Long,
510880.SS,2023-02-03A,Long,
510880.SS,2023-02-03C,Empty,
510880.SS,2023-02-06A,Empty,
510880.SS,2023-02-06C,Empty,
510880.SS,2023-02-07A,Empty,
510880.SS,2023-02-07C,Empty,
510880.SS,2023-02-08A,Empty,
510880.SS,2023-02-08C,Empty,
510880.SS,2023-02-09A,Empty,
510880.SS,2023-02-09C,Empty,
510880.SS,2023-02-10A,Long,
510880.SS,2023-02-10C,Long,
510880.SS,2023-02-13A,Long,
510880.SS,2023-02-13C,Long,
510880.SS,2023-02-14A,Long,
510880.SS,2023-02-14C,Long,
510880.SS,2023-02-15A,Long,
510880.SS,2023-02-15C,Long,
510880.SS,2023-02-16A,Long,
510880.SS,2023-02-16C,Empty,
510880.SS,2023-02-17A,Empty,
510880.SS,2023-02-17C,Empty,
510880.SS,2023-02-20A,Empty,
510880.SS,2023-02-20C,Long,
510880.SS,2023-02-21A,Long,
510880.SS,2023-02-21C,Long,
510880.SS,2023-02-22A,Long,
510880.SS,2023-02-22C,Long,
510880.SS,2023-02-23A,Long,
510880.SS,2023-02-23C,Long,
510880.SS,2023-02-24A,Long,
510880.SS,2023-02-24C,Long,
510880.SS,2023-02-27A,Long,
510880.SS,2023-02-27C,Long,
510880.SS,2023-02-28A,Long,
510880.SS,2023-02-28C,Long,
510880.SS,2023-03-01A,Long,
510880.SS,2023-03-01C,Long,
510880.SS,2023-03-02A,Long,
510880.SS,2023-03-02C,Long,
510880.SS,2023-03-03A,Long,
510880.SS,2023-03-03C,Long,
510880.SS,2023-03-06A,Long,
510880.SS,2023-03-06C,Long,
510880.SS,2023-03-07A,Long,
510880.SS,2023-03-07C,Long,
510880.SS,2023-03-08A,Long,
510880.SS,2023-03-08C,Long,
510880.SS,2023-03-09A,Long,
510880.SS,2023-03-09C,Empty,
510880.SS,2023-03-10A,Empty,
510880.SS,2023-03-10C,Empty,
510880.SS,2023-03-13A,Empty,
510880.SS,2023-03-13C,Empty,
510880.SS,2023-03-14A,Empty,
510880.SS,2023-03-14C,Empty,
510880.SS,2023-03-15A,Empty,
510880.SS,2023-03-15C,Long,
510880.SS,2023-03-16A,Empty,
510880.SS,2023-03-16C,Empty,
510880.SS,2023-03-17A,Empty,
510880.SS,2023-03-17C,Long,
510880.SS,2023-03-20A,Long,
510880.SS,2023-03-20C,Empty,
510880.SS,2023-03-21A,Empty,
510880.SS,2023-03-21C,Empty,
510880.SS,2023-03-22A,Empty,
510880.SS,2023-03-22C,Empty,
510880.SS,2023-03-23A,Empty,
510880.SS,2023-03-23C,Long,
510880.SS,2023-03-24A,Long,
510880.SS,2023-03-24C,Empty,
510880.SS,2023-03-27A,Empty,
510880.SS,2023-03-27C,Empty,
510880.SS,2023-03-28A,Empty,
510880.SS,2023-03-28C,Empty,
510880.SS,2023-03-29A,Empty,
510880.SS,2023-03-29C,Empty,
510880.SS,2023-03-30A,Empty,
510880.SS,2023-03-30C,Empty,
510880.SS,2023-03-31A,Empty,
510880.SS,2023-03-31C,Long,
510880.SS,2023-04-03A,Long,
510880.SS,2023-04-03C,Long,
510880.SS,2023-04-04A,Long,
510880.SS,2023-04-04C,Long,
510880.SS,2023-04-06A,Long,
510880.SS,2023-04-06C,Long,
510880.SS,2023-04-07A,Long,
510880.SS,2023-04-07C,Long,
510880.SS,2023-04-10A,Long,
510880.SS,2023-04-10C,Long,
510880.SS,2023-04-11A,Long,
510880.SS,2023-04-11C,Long,
510880.SS,2023-04-12A,Long,
510880.SS,2023-04-12C,Long,
510880.SS,2023-04-13A,Long,
510880.SS,2023-04-13C,Long,
510880.SS,2023-04-14A,Long,
510880.SS,2023-04-14C,Long,
510880.SS,2023-04-17A,Long,
510880.SS,2023-04-17C,Long,
510880.SS,2023-04-18A,Long,
510880.SS,2023-04-18C,Long,
510880.SS,2023-04-19A,Long,
510880.SS,2023-04-19C,Long,
510880.SS,2023-04-20A,Long,
510880.SS,2023-04-20C,Long,
510880.SS,2023-04-21A,Long,
510880.SS,2023-04-21C,Long,
510880.SS,2023-04-24A,Long,
510880.SS,2023-04-24C,Long,
510880.SS,2023-04-25A,Long,
510880.SS,2023-04-25C,Long,
510880.SS,2023-04-26A,Long,
510880.SS,2023-04-26C,Long,
510880.SS,2023-04-27A,Long,
510880.SS,2023-04-27C,Long,
510880.SS,2023-04-28A,Long,
510880.SS,2023-04-28C,Long,
510880.SS,2023-05-04A,Long,
510880.SS,2023-05-04C,Long,
510880.SS,2023-05-05A,Long,
510880.SS,2023-05-05C,Long,
510880.SS,2023-05-08A,Long,
510880.SS,2023-05-08C,Long,
510880.SS,2023-05-09A,Long,
510880.SS,2023-05-09C,Long,
510880.SS,2023-05-10A,Long,
510880.SS,2023-05-10C,Long,
510880.SS,2023-05-11A,Long,
510880.SS,2023-05-11C,Long,
510880.SS,2023-05-12A,Long,
510880.SS,2023-05-12C,Empty,
510880.SS,2023-05-15A,Empty,
510880.SS,2023-05-15C,Empty,
510880.SS,2023-05-16A,Empty,
510880.SS,2023-05-16C,Empty,
510880.SS,2023-05-17A,Empty,
510880.SS,2023-05-17C,Empty,
510880.SS,2023-05-18A,Empty,
510880.SS,2023-05-18C,Empty,
510880.SS,2023-05-19A,Empty,
510880.SS,2023-05-19C,Empty,
510880.SS,2023-05-22A,Empty,
510880.SS,2023-05-22C,Empty,
510880.SS,2023-05-23A,Empty,
510880.SS,2023-05-23C,Empty,
510880.SS,2023-05-24A,Empty,
510880.SS,2023-05-24C,Empty,
510880.SS,2023-05-25A,Empty,
510880.SS,2023-05-25C,Empty,
510880.SS,2023-05-26A,Empty,
510880.SS,2023-05-26C,Empty,
510880.SS,2023-05-29A,Empty,
510880.SS,2023-05-29C,Empty,
510880.SS,2023-05-30A,Empty,
510880.SS,2023-05-30C,Empty,
510880.SS,2023-05-31A,Empty,
510880.SS,2023-05-31C,Empty,
510880.SS,2023-06-01A,Empty,
510880.SS,2023-06-01C,Empty,
510880.SS,2023-06-02A,Empty,
510880.SS,2023-06-02C,Empty,
510880.SS,2023-06-05A,Empty,
510880.SS,2023-06-05C,Empty,
510880.SS,2023-06-06A,Empty,
510880.SS,2023-06-06C,Empty,
510880.SS,2023-06-07A,Empty,
510880.SS,2023-06-07C,Long,
510880.SS,2023-06-08A,Long,
510880.SS,2023-06-08C,Long,
510880.SS,2023-06-09A,Long,
510880.SS,2023-06-09C,Long,
510880.SS,2023-06-12A,Long,
510880.SS,2023-06-12C,Empty,
510880.SS,2023-06-13A,Empty,
510880.SS,2023-06-13C,Empty,
510880.SS,2023-06-14A,Empty,
510880.SS,2023-06-14C,Empty,
510880.SS,2023-06-15A,Empty,
510880.SS,2023-06-15C,Empty,
510880.SS,2023-06-16A,Empty,
510880.SS,2023-06-16C,Empty,
510880.SS,2023-06-19A,Empty,
510880.SS,2023-06-19C,Empty,
510880.SS,2023-06-20A,Empty,
510880.SS,2023-06-20C,Empty,
510880.SS,2023-06-21A,Empty,
510880.SS,2023-06-21C,Empty,
510880.SS,2023-06-26A,Empty,
510880.SS,2023-06-26C,Empty,
510880.SS,2023-06-27A,Empty,
510880.SS,2023-06-27C,Empty,
510880.SS,2023-06-28A,Empty,
510880.SS,2023-06-28C,Long,
510880.SS,2023-06-29A,Long,
510880.SS,2023-06-29C,Long,
510880.SS,2023-06-30A,Long,
510880.SS,2023-06-30C,Long,
510880.SS,2023-07-03A,Long,
510880.SS,2023-07-03C,Long,
510880.SS,2023-07-04A,Long,
510880.SS,2023-07-04C,Long,
510880.SS,2023-07-05A,Long,
510880.SS,2023-07-05C,Long,
510880.SS,2023-07-06A,Long,
510880.SS,2023-07-06C,Long,
510880.SS,2023-07-07A,Empty,
510880.SS,2023-07-07C,Long,
510880.SS,2023-07-10A,Long,
510880.SS,2023-07-10C,Long,
510880.SS,2023-07-11A,Long,
510880.SS,2023-07-11C,Long,
510880.SS,2023-07-12A,Long,
510880.SS,2023-07-12C,Empty,
510880.SS,2023-07-13A,Long,
510880.SS,2023-07-13C,Long,
510880.SS,2023-07-14A,Long,
510880.SS,2023-07-14C,Long,
510880.SS,2023-07-17A,Long,
510880.SS,2023-07-17C,Long,
510880.SS,2023-07-18A,Long,
510880.SS,2023-07-18C,Long,
510880.SS,2023-07-19A,Long,
510880.SS,2023-07-19C,Long,
510880.SS,2023-07-20A,Long,
510880.SS,2023-07-20C,Long,
510880.SS,2023-07-21A,Long,
510880.SS,2023-07-21C,Long,
510880.SS,2023-07-24A,Long,
510880.SS,2023-07-24C,Long,
510880.SS,2023-07-25A,Long,
510880.SS,2023-07-25C,Long,
510880.SS,2023-07-26A,Long,
510880.SS,2023-07-26C,Long,
510880.SS,2023-07-27A,Long,
510880.SS,2023-07-27C,Long,
510880.SS,2023-07-28A,Long,
510880.SS,2023-07-28C,Long,
510880.SS,2023-07-31A,Long,
510880.SS,2023-07-31C,Long,
510880.SS,2023-08-01A,Long,
510880.SS,2023-08-01C,Long,
510880.SS,2023-08-02A,Long,
510880.SS,2023-08-02C,Long,
510880.SS,2023-08-03A,Long,
510880.SS,2023-08-03C,Long,
510880.SS,2023-08-04A,Long,
510880.SS,2023-08-04C,Long,
510880.SS,2023-08-07A,Long,
510880.SS,2023-08-07C,Empty,
510880.SS,2023-08-08A,Empty,
510880.SS,2023-08-08C,Empty,
510880.SS,2023-08-09A,Empty,
510880.SS,2023-08-09C,Empty,
510880.SS,2023-08-10A,Empty,
510880.SS,2023-08-10C,Empty,
510880.SS,2023-08-11A,Empty,
510880.SS,2023-08-11C,Empty,
510880.SS,2023-08-14A,Empty,
510880.SS,2023-08-14C,Empty,
510880.SS,2023-08-15A,Empty,
510880.SS,2023-08-15C,Empty,
510880.SS,2023-08-16A,Empty,
510880.SS,2023-08-16C,Empty,
510880.SS,2023-08-17A,Empty,
510880.SS,2023-08-17C,Empty,
510880.SS,2023-08-18A,Empty,
510880.SS,2023-08-18C,Empty,
510880.SS,2023-08-21A,Empty,
510880.SS,2023-08-21C,Empty,
510880.SS,2023-08-22A,Empty,
510880.SS,2023-08-22C,Empty,
510880.SS,2023-08-23A,Empty,
510880.SS,2023-08-23C,Long,
510880.SS,2023-08-24A,Long,
510880.SS,2023-08-24C,Empty,
510880.SS,2023-08-25A,Empty,
510880.SS,2023-08-25C,Empty,
510880.SS,2023-08-28A,Long,
510880.SS,2023-08-28C,Long,
510880.SS,2023-08-29A,Long,
510880.SS,2023-08-29C,Long,
510880.SS,2023-08-30A,Long,
510880.SS,2023-08-30C,Empty,
510880.SS,2023-08-31A,Empty,
510880.SS,2023-08-31C,Empty,
510880.SS,2023-09-01A,Empty,
510880.SS,2023-09-01C,Empty,
510880.SS,2023-09-04A,Long,
510880.SS,2023-09-04C,Long,
510880.SS,2023-09-05A,Long,
510880.SS,2023-09-05C,Long,
510880.SS,2023-09-06A,Empty,
510880.SS,2023-09-06C,Long,
510880.SS,2023-09-07A,Long,
510880.SS,2023-09-07C,Empty,
510880.SS,2023-09-08A,Empty,
510880.SS,2023-09-08C,Empty,
510880.SS,2023-09-11A,Empty,
510880.SS,2023-09-11C,Long,
510880.SS,2023-09-12A,Empty,
510880.SS,2023-09-12C,Empty,
510880.SS,2023-09-13A,Long,
510880.SS,2023-09-13C,Long,
510880.SS,2023-09-14A,Long,
510880.SS,2023-09-14C,Long,
510880.SS,2023-09-15A,Long,
510880.SS,2023-09-15C,Long,
510880.SS,2023-09-18A,Long,
510880.SS,2023-09-18C,Long,
510880.SS,2023-09-19A,Long,
510880.SS,2023-09-19C,Long,
510880.SS,2023-09-20A,Long,
510880.SS,2023-09-20C,Long,
510880.SS,2023-09-21A,Long,
510880.SS,2023-09-21C,Long,
510880.SS,2023-09-22A,Long,
510880.SS,2023-09-22C,Long,
510880.SS,2023-09-25A,Long,
510880.SS,2023-09-25C,Long,
510880.SS,2023-09-26A,Long,
510880.SS,2023-09-26C,Long,
510880.SS,2023-09-27A,Empty,
510880.SS,2023-09-27C,Empty,
510880.SS,2023-09-28A,Empty,
510880.SS,2023-09-28C,Empty,
510880.SS,2023-10-09A,Empty,
510880.SS,2023-10-09C,Empty,
510880.SS,2023-10-10A,Empty,
510880.SS,2023-10-10C,Empty,
510880.SS,2023-10-11A,Empty,
510880.SS,2023-10-11C,Empty,
510880.SS,2023-10-12A,Empty,
510880.SS,2023-10-12C,Empty,
510880.SS,2023-10-13A,Empty,
510880.SS,2023-10-13C,Empty,
510880.SS,2023-10-16A,Empty,
510880.SS,2023-10-16C,Long,
510880.SS,2023-10-17A,Long,
510880.SS,2023-10-17C,Long,
510880.SS,2023-10-18A,Empty,
510880.SS,2023-10-18C,Empty,
510880.SS,2023-10-19A,Empty,
510880.SS,2023-10-19C,Empty,
510880.SS,2023-10-20A,Empty,
510880.SS,2023-10-20C,Empty,
510880.SS,2023-10-23A,Empty,
510880.SS,2023-10-23C,Empty,
510880.SS,2023-10-24A,Empty,
510880.SS,2023-10-24C,Empty,
510880.SS,2023-10-25A,Empty,
510880.SS,2023-10-25C,Empty,
510880.SS,2023-10-26A,Empty,
510880.SS,2023-10-26C,Empty,
510880.SS,2023-10-27A,Empty,
510880.SS,2023-10-27C,Long,
510880.SS,2023-10-30A,Long,
510880.SS,2023-10-30C,Empty,
510880.SS,2023-10-31A,Empty,
510880.SS,2023-10-31C,Empty,
510880.SS,2023-11-01A,Empty,
510880.SS,2023-11-01C,Empty,
510880.SS,2023-11-02A,Empty,
510880.SS,2023-11-02C,Empty,
510880.SS,2023-11-03A,Empty,
510880.SS,2023-11-03C,Empty,
510880.SS,2023-11-06A,Empty,
510880.SS,2023-11-06C,Empty,
510880.SS,2023-11-07A,Empty,
510880.SS,2023-11-07C,Empty,
510880.SS,2023-11-08A,Empty,
510880.SS,2023-11-08C,Empty,
510880.SS,2023-11-09A,Empty,
510880.SS,2023-11-09C,Long,
510880.SS,2023-11-10A,Long,
510880.SS,2023-11-10C,Long,
510880.SS,2023-11-13A,Long,
510880.SS,2023-11-13C,Long,
510880.SS,2023-11-14A,Long,
510880.SS,2023-11-14C,Empty,
510880.SS,2023-11-15A,Long,
510880.SS,2023-11-15C,Long,
510880.SS,2023-11-16A,Long,
510880.SS,2023-11-16C,Long,
510880.SS,2023-11-17A,Long,
510880.SS,2023-11-17C,Empty,
510880.SS,2023-11-20A,Long,
510880.SS,2023-11-20C,Long,
510880.SS,2023-11-21A,Long,
510880.SS,2023-11-21C,Long,
510880.SS,2023-11-22A,Long,
510880.SS,2023-11-22C,Long,
510880.SS,2023-11-23A,Long,
510880.SS,2023-11-23C,Long,
510880.SS,2023-11-24A,Long,
510880.SS,2023-11-24C,Long,
510880.SS,2023-11-27A,Long,
510880.SS,2023-11-27C,Long,
510880.SS,2023-11-28A,Long,
510880.SS,2023-11-28C,Long,
510880.SS,2023-11-29A,Long,
510880.SS,2023-11-29C,Empty,
510880.SS,2023-11-30A,Empty,
510880.SS,2023-11-30C,Long,
510880.SS,2023-12-01A,Long,
510880.SS,2023-12-01C,Long,
510880.SS,2023-12-04A,Long,
510880.SS,2023-12-04C,Long,
510880.SS,2023-12-05A,Long,
510880.SS,2023-12-05C,Empty,
510880.SS,2023-12-06A,Empty,
510880.SS,2023-12-06C,Empty,
510880.SS,2023-12-07A,Empty,
510880.SS,2023-12-07C,Empty,
510880.SS,2023-12-08A,Empty,
510880.SS,2023-12-08C,Empty,
510880.SS,2023-12-11A,Empty,
510880.SS,2023-12-11C,Long,
510880.SS,2023-12-12A,Long,
510880.SS,2023-12-12C,Long,
510880.SS,2023-12-13A,Long,
510880.SS,2023-12-13C,Long,
510880.SS,2023-12-14A,Long,
510880.SS,2023-12-14C,Long,
510880.SS,2023-12-15A,Long,
510880.SS,2023-12-15C,Empty,
510880.SS,2023-12-18A,Empty,
510880.SS,2023-12-18C,Empty,
510880.SS,2023-12-19A,Empty,
510880.SS,2023-12-19C,Empty,
510880.SS,2023-12-20A,Empty,
510880.SS,2023-12-20C,Empty,
510880.SS,2023-12-21A,Empty,
510880.SS,2023-12-21C,Empty,
510880.SS,2023-12-22A,Empty,
510880.SS,2023-12-22C,Empty,
510880.SS,2023-12-25A,Empty,
510880.SS,2023-12-25C,Empty,
510880.SS,2023-12-26A,Empty,
510880.SS,2023-12-26C,Empty,
510880.SS,2023-12-27A,Empty,
510880.SS,2023-12-27C,Empty,
510880.SS,2023-12-28A,Empty,
510880.SS,2023-12-28C,Empty,
510880.SS,2023-12-29A,Empty,
510880.SS,2023-12-29C,Empty,
510880.SS,2024-01-02A,Empty,
510880.SS,2024-01-02C,Long,
510880.SS,2024-01-03A,Long,
510880.SS,2024-01-03C,Long,
510880.SS,2024-01-04A,Long,
510880.SS,2024-01-04C,Long,
510880.SS,2024-01-05A,Long,
510880.SS,2024-01-05C,Long,
510880.SS,2024-01-08A,Long,
510880.SS,2024-01-08C,Long,
510880.SS,2024-01-09A,Long,
510880.SS,2024-01-09C,Long,
510880.SS,2024-01-10A,Long,
510880.SS,2024-01-10C,Long,
510880.SS,2024-01-11A,Long,
510880.SS,2024-01-11C,Empty,
510880.SS,2024-01-12A,Empty,
510880.SS,2024-01-12C,Long,
510880.SS,2024-01-15A,Long,
510880.SS,2024-01-15C,Long,
510880.SS,2024-01-16A,Long,
510880.SS,2024-01-16C,Long,
510880.SS,2024-01-17A,Long,
510880.SS,2024-01-17C,Empty,
510880.SS,2024-01-18A,Empty,
510880.SS,2024-01-18C,Empty,
510880.SS,2024-01-19A,Empty,
510880.SS,2024-01-19C,Empty,
510880.SS,2024-01-22A,Empty,
510880.SS,2024-01-22C,Empty,
510880.SS,2024-01-23A,Empty,
510880.SS,2024-01-23C,Empty,
510880.SS,2024-01-24A,Empty,
510880.SS,2024-01-24C,Long,
510880.SS,2024-01-25A,Long,
510880.SS,2024-01-25C,Long,
510880.SS,2024-01-26A,Long,
510880.SS,2024-01-26C,Long,
510880.SS,2024-01-29A,Long,
510880.SS,2024-01-29C,Long,
510880.SS,2024-01-30A,Long,
510880.SS,2024-01-30C,Long,
510880.SS,2024-01-31A,Long,
510880.SS,2024-01-31C,Long,
510880.SS,2024-02-01A,Long,
510880.SS,2024-02-01C,Long,
510880.SS,2024-02-02A,Long,
510880.SS,2024-02-02C,Long,
510880.SS,2024-02-05A,Empty,
510880.SS,2024-02-05C,Long,
510880.SS,2024-02-06A,Long,
510880.SS,2024-02-06C,Long,
510880.SS,2024-02-07A,Long,
510880.SS,2024-02-07C,Long,
510880.SS,2024-02-08A,Long,
510880.SS,2024-02-08C,Long,
510880.SS,2024-02-19A,Long,
510880.SS,2024-02-19C,Long,
510880.SS,2024-02-20A,Long,
510880.SS,2024-02-20C,Long,
510880.SS,2024-02-21A,Long,
510880.SS,2024-02-21C,Long,
510880.SS,2024-02-22A,Long,
510880.SS,2024-02-22C,Long,
510880.SS,2024-02-23A,Long,
510880.SS,2024-02-23C,Long,
510880.SS,2024-02-26A,Long,
510880.SS,2024-02-26C,Long,
510880.SS,2024-02-27A,Empty,
510880.SS,2024-02-27C,Long,
510880.SS,2024-02-28A,Long,
510880.SS,2024-02-28C,Long,
510880.SS,2024-02-29A,Empty,
510880.SS,2024-02-29C,Long,
510880.SS,2024-03-01A,Long,
510880.SS,2024-03-01C,Long,
510880.SS,2024-03-04A,Long,
510880.SS,2024-03-04C,Long,
510880.SS,2024-03-05A,Long,
510880.SS,2024-03-05C,Long,
510880.SS,2024-03-06A,Long,
510880.SS,2024-03-06C,Long,
510880.SS,2024-03-07A,Long,
510880.SS,2024-03-07C,Long,
510880.SS,2024-03-08A,Long,
510880.SS,2024-03-08C,Long,
510880.SS,2024-03-11A,Long,
510880.SS,2024-03-11C,Long,
510880.SS,2024-03-12A,Empty,
510880.SS,2024-03-12C,Empty,
510880.SS,2024-03-13A,Empty,
510880.SS,2024-03-13C,Empty,
510880.SS,2024-03-14A,Empty,
510880.SS,2024-03-14C,Empty,
510880.SS,2024-03-15A,Empty,
510880.SS,2024-03-15C,Empty,
510880.SS,2024-03-18A,Empty,
510880.SS,2024-03-18C,Empty,
510880.SS,2024-03-19A,Empty,
510880.SS,2024-03-19C,Empty,
510880.SS,2024-03-20A,Empty,
510880.SS,2024-03-20C,Empty,
510880.SS,2024-03-21A,Empty,
510880.SS,2024-03-21C,Empty,
510880.SS,2024-03-22A,Empty,
510880.SS,2024-03-22C,Empty,
510880.SS,2024-03-25A,Empty,
510880.SS,2024-03-25C,Empty,
510880.SS,2024-03-26A,Empty,
510880.SS,2024-03-26C,Empty,
510880.SS,2024-03-27A,Empty,
510880.SS,2024-03-27C,Empty,
510880.SS,2024-03-28A,Empty,
510880.SS,2024-03-28C,Empty,
510880.SS,2024-03-29A,Empty,
510880.SS,2024-03-29C,Long,
510880.SS,2024-04-01A,Long,
510880.SS,2024-04-01C,Long,
510880.SS,2024-04-02A,Long,
510880.SS,2024-04-02C,Long,
510880.SS,2024-04-03A,Long,
510880.SS,2024-04-03C,Long,
510880.SS,2024-04-08A,Long,
510880.SS,2024-04-08C,Long,
510880.SS,2024-04-09A,Long,
510880.SS,2024-04-09C,Long,
510880.SS,2024-04-10A,Long,
510880.SS,2024-04-10C,Long,
510880.SS,2024-04-11A,Long,
510880.SS,2024-04-11C,Long,
510880.SS,2024-04-12A,Long,
510880.SS,2024-04-12C,Long,
510880.SS,2024-04-15A,Long,
510880.SS,2024-04-15C,Long,
510880.SS,2024-04-16A,Long,
510880.SS,2024-04-16C,Long,
510880.SS,2024-04-17A,Long,
510880.SS,2024-04-17C,Long,
510880.SS,2024-04-18A,Long,
510880.SS,2024-04-18C,Long,
510880.SS,2024-04-19A,Long,
510880.SS,2024-04-19C,Long,
510880.SS,2024-04-22A,Long,
510880.SS,2024-04-22C,Empty,
510880.SS,2024-04-23A,Empty,
510880.SS,2024-04-23C,Empty,
510880.SS,2024-04-24A,Empty,
510880.SS,2024-04-24C,Empty,
510880.SS,2024-04-25A,Empty,
510880.SS,2024-04-25C,Empty,
510880.SS,2024-04-26A,Empty,
510880.SS,2024-04-26C,Empty,
